"","date","confirmed","deaths","recovered"
"717",2021-12-19,4260544,144002,NA
"718",2021-12-20,4260677,144013,NA
"719",2021-12-21,4260893,144024,NA
"720",2021-12-22,4261072,144034,NA
"721",2021-12-23,4261208,144042,NA
"722",2021-12-24,4261412,144047,NA
"723",2021-12-25,4261667,144053,NA
"724",2021-12-26,4261667,144053,NA
"725",2021-12-27,4261879,144063,NA
"726",2021-12-28,4262157,144071,NA
"727",2021-12-29,4262351,144081,NA
"728",2021-12-30,4262540,144088,NA
"729",2021-12-31,4262720,144094,NA
"730",2022-01-01,4262994,144096,NA
