"Index","PTBA.JK.Open","PTBA.JK.High","PTBA.JK.Low","PTBA.JK.Close","PTBA.JK.Volume","PTBA.JK.Adjusted"
"2023-07-14",2740,2790,2740,2770,22841800,2124.22436523438
"2023-07-17",2790,2810,2780,2790,20966500,2139.5615234375
"2023-07-18",2790,2800,2750,2750,17228700,2108.88671875
"2023-07-20",2770,2790,2760,2770,9100600,2124.22436523438
"2023-07-21",2780,2800,2770,2790,16007800,2139.5615234375
"2023-07-24",2820,2880,2800,2880,52006600,2208.57983398438
"2023-07-25",2890,2910,2840,2850,51691700,2185.57373046875
"2023-07-26",2860,2890,2850,2880,25935800,2208.57983398438
"2023-07-27",2880,2880,2830,2830,19828800,2170.236328125
"2023-07-28",2820,2820,2760,2800,15406900,2147.23022460938
"2023-07-31",2790,2820,2760,2770,25251600,2124.22436523438
"2023-08-01",2770,2790,2730,2730,23270900,2093.54956054688
"2023-08-02",2730,2760,2720,2740,13498100,2101.21826171875
"2023-08-03",2740,2760,2730,2740,8719400,2101.21826171875
"2023-08-04",2760,2810,2760,2780,17940600,2131.89306640625
"2023-08-07",2780,2790,2760,2770,8800700,2124.22436523438
"2023-08-08",2780,2800,2760,2770,12299300,2124.22436523438
"2023-08-09",2770,2800,2760,2780,12224700,2131.89306640625
"2023-08-10",2800,2820,2780,2790,13118900,2139.5615234375
"2023-08-11",2800,2800,2770,2770,9851300,2124.22436523438
"2023-08-14",2770,2790,2750,2780,11758100,2131.89306640625
"2023-08-15",2780,2810,2770,2790,15620300,2139.5615234375
"2023-08-16",2800,2800,2770,2770,8650100,2124.22436523438
"2023-08-18",2780,2820,2770,2790,21852700,2139.5615234375
"2023-08-21",2800,2820,2790,2800,19218000,2147.23022460938
"2023-08-22",2810,2990,2810,2990,116091200,2292.93530273438
"2023-08-23",3010,3070,3010,3020,64887800,2315.94116210938
"2023-08-24",3000,3020,2950,2950,35075400,2262.26049804688
"2023-08-25",2940,2950,2880,2910,19594600,2231.58569335938
"2023-08-28",2930,2980,2930,2970,17600500,2277.59790039062
"2023-08-29",3000,3010,2960,2960,25740000,2269.92919921875
"2023-08-30",2930,2940,2880,2910,26862600,2231.58569335938
"2023-08-31",2900,2900,2850,2860,17422300,2193.24243164062
"2023-09-01",2860,2890,2850,2880,9102500,2208.57983398438
"2023-09-04",2880,2960,2880,2920,24017100,2239.25439453125
"2023-09-05",2920,2960,2900,2930,21273000,2246.92333984375
"2023-09-06",2950,3000,2940,2990,40392900,2292.93530273438
"2023-09-07",2970,2980,2920,2920,23288700,2239.25439453125
"2023-09-08",2910,2960,2910,2930,12325600,2246.92333984375
"2023-09-11",2940,2950,2880,2880,16394900,2208.57983398438
"2023-09-12",2890,2910,2870,2870,10707800,2200.91088867188
"2023-09-13",2890,2900,2830,2830,22179100,2170.236328125
"2023-09-14",2860,2910,2860,2890,19874100,2216.24853515625
"2023-09-15",2890,2900,2850,2850,15248700,2185.57373046875
"2023-09-18",2850,2880,2830,2840,9005200,2177.90502929688
"2023-09-19",2850,2900,2800,2880,24105700,2208.57983398438
"2023-09-20",2880,2930,2860,2870,22569600,2200.91088867188
"2023-09-21",2870,2870,2810,2820,26347700,2162.56787109375
"2023-09-22",2800,2870,2780,2860,15150600,2193.24243164062
"2023-09-25",2870,2890,2840,2850,11448200,2185.57373046875
"2023-09-26",2870,2870,2800,2810,12175400,2154.89892578125
"2023-09-27",2810,2840,2790,2800,16730500,2147.23022460938
"2023-09-29",2810,2820,2790,2800,13238700,2147.23022460938
"2023-10-02",2810,2830,2790,2800,10995500,2147.23022460938
"2023-10-03",2800,2810,2740,2740,29890100,2101.21826171875
"2023-10-04",2710,2720,2680,2690,27672800,2062.87475585938
"2023-10-05",2680,2710,2650,2660,22059800,2039.86889648438
"2023-10-06",2660,2690,2640,2660,15054100,2039.86889648438
"2023-10-09",2690,2740,2680,2720,17938500,2085.880859375
"2023-10-10",2750,2780,2740,2750,16467200,2108.88671875
"2023-10-11",2780,2780,2700,2740,14138600,2101.21826171875
"2023-10-12",2740,2760,2700,2710,6972300,2078.21215820312
"2023-10-13",2740,2740,2690,2690,9031100,2062.87475585938
"2023-10-16",2700,2740,2700,2710,10559400,2078.21215820312
"2023-10-17",2710,2740,2710,2720,4603300,2085.880859375
"2023-10-18",2720,2750,2700,2720,8393100,2085.880859375
"2023-10-19",2730,2730,2680,2690,10048500,2062.87475585938
"2023-10-20",2700,2720,2670,2720,8034000,2085.880859375
"2023-10-23",2720,2720,2650,2660,15562700,2039.86889648438
"2023-10-24",2660,2690,2660,2670,4910200,2047.53747558594
"2023-10-25",2670,2710,2660,2690,7822600,2062.87475585938
"2023-10-26",2690,2700,2640,2660,8877200,2039.86889648438
"2023-10-27",2660,2680,2650,2660,3865600,2039.86889648438
"2023-10-30",2660,2680,2590,2590,13971700,1986.18811035156
"2023-10-31",2510,2540,2450,2480,35009600,1901.83264160156
"2023-11-01",2460,2470,2350,2360,29746200,1809.80834960938
"2023-11-02",2360,2410,2360,2380,14768500,1825.14575195312
"2023-11-03",2390,2420,2380,2390,15475300,1832.814453125
"2023-11-06",2400,2420,2390,2400,10389400,1840.48303222656
"2023-11-07",2400,2410,2350,2360,11316700,1809.80834960938
"2023-11-08",2360,2370,2310,2330,10537000,1786.80236816406
"2023-11-09",2350,2370,2330,2350,9197100,1802.13977050781
"2023-11-10",2350,2370,2340,2340,5557200,1794.47106933594
"2023-11-13",2340,2370,2340,2360,6214200,1809.80834960938
"2023-11-14",2360,2400,2360,2390,6851600,1832.814453125
"2023-11-15",2400,2430,2400,2400,7956100,1840.48303222656
"2023-11-16",2400,2410,2370,2380,4847000,1825.14575195312
"2023-11-17",2380,2410,2380,2400,4944200,1840.48303222656
"2023-11-20",2400,2440,2400,2420,5072600,1855.82055664062
"2023-11-21",2420,2440,2410,2430,4335600,1863.4892578125
"2023-11-22",2440,2490,2420,2420,8969300,1855.82055664062
"2023-11-23",2420,2440,2400,2430,3260600,1863.4892578125
"2023-11-24",2440,2480,2440,2460,5179400,1886.4951171875
"2023-11-27",2460,2480,2440,2440,7940300,1871.15783691406
"2023-11-28",2450,2470,2440,2440,4994200,1871.15783691406
"2023-11-29",2450,2460,2420,2420,5818000,1855.82055664062
"2023-11-30",2420,2440,2410,2420,6078200,1855.82055664062
"2023-12-01",2440,2450,2430,2430,6114400,1863.4892578125
"2023-12-04",2450,2470,2440,2460,7547600,1886.4951171875
"2023-12-05",2470,2470,2420,2420,5829600,1855.82055664062
"2023-12-06",2420,2440,2400,2410,7407000,1848.15173339844
"2023-12-07",2410,2440,2400,2420,9757500,1855.82055664062
"2023-12-08",2440,2440,2410,2410,10357500,1848.15173339844
"2023-12-11",2420,2440,2360,2370,11896500,1817.47717285156
"2023-12-12",2380,2400,2340,2350,9805900,1802.13977050781
"2023-12-13",2350,2350,2300,2300,10745300,1763.79638671875
"2023-12-14",2300,2340,2300,2310,6876400,1771.46496582031
"2023-12-15",2320,2410,2310,2310,23165500,1771.46496582031
"2023-12-18",2320,2360,2310,2330,11128000,1786.80236816406
"2023-12-19",2340,2370,2330,2370,7665600,1817.47717285156
"2023-12-20",2370,2410,2350,2360,9858700,1809.80834960938
"2023-12-21",2370,2390,2350,2380,6161100,1825.14575195312
"2023-12-22",2390,2410,2380,2400,7311600,1840.48303222656
"2023-12-27",2400,2450,2400,2440,10653600,1871.15783691406
"2023-12-28",2440,2470,2440,2460,8040000,1886.4951171875
"2023-12-29",2470,2470,2430,2440,8144200,1871.15783691406
"2024-01-02",2440,2550,2440,2530,20588900,1940.17590332031
"2024-01-03",2520,2540,2480,2530,15782700,1940.17590332031
"2024-01-04",2540,2690,2540,2650,36304400,2032.2001953125
"2024-01-05",2650,2700,2650,2660,20780900,2039.86889648438
"2024-01-08",2660,2680,2620,2630,14404100,2016.86267089844
"2024-01-09",2640,2650,2590,2630,12085800,2016.86267089844
"2024-01-10",2640,2660,2620,2650,10351400,2032.2001953125
"2024-01-11",2650,2650,2610,2620,6832800,2009.19409179688
"2024-01-12",2620,2650,2610,2640,7291900,2024.53137207031
"2024-01-15",2650,2720,2650,2710,20575200,2078.21215820312
"2024-01-16",2720,2720,2680,2700,9765000,2070.54345703125
"2024-01-17",2700,2720,2660,2660,12819400,2039.86889648438
"2024-01-18",2660,2660,2620,2640,8669100,2024.53137207031
"2024-01-19",2650,2650,2610,2620,6349700,2009.19409179688
"2024-01-22",2610,2630,2550,2550,15847200,1955.51330566406
"2024-01-23",2550,2590,2520,2540,8693800,1947.8447265625
"2024-01-24",2560,2580,2500,2510,7820000,1924.83862304688
"2024-01-25",2510,2580,2510,2570,9744300,1970.8505859375
"2024-01-26",2600,2600,2540,2570,5259500,1970.8505859375
"2024-01-29",2570,2590,2560,2570,5576600,1970.8505859375
"2024-01-30",2560,2610,2540,2590,8538000,1986.18811035156
"2024-01-31",2610,2660,2600,2610,14814000,2001.525390625
"2024-02-01",2610,2610,2560,2560,12264200,1963.18200683594
"2024-02-02",2560,2580,2540,2540,6281100,1947.8447265625
"2024-02-05",2550,2590,2540,2540,8566700,1947.8447265625
"2024-02-06",2550,2570,2540,2560,8824400,1963.18200683594
"2024-02-07",2560,2610,2560,2610,6168100,2001.525390625
"2024-02-12",2610,2660,2610,2650,11854100,2032.2001953125
"2024-02-13",2650,2660,2630,2640,5620100,2024.53137207031
"2024-02-15",2660,2700,2650,2660,10671400,2039.86889648438
"2024-02-16",2680,2690,2650,2680,13090200,2055.2060546875
"2024-02-19",2680,2690,2650,2690,10044100,2062.87475585938
"2024-02-20",2690,2690,2640,2640,9295000,2024.53137207031
"2024-02-21",2640,2640,2600,2610,7854800,2001.525390625
"2024-02-22",2610,2650,2600,2630,6881000,2016.86267089844
"2024-02-23",2630,2640,2610,2630,3933700,2016.86267089844
"2024-02-26",2640,2640,2580,2580,11071200,1978.51928710938
"2024-02-27",2600,2610,2590,2590,5649800,1986.18811035156
"2024-02-28",2600,2630,2600,2620,4858100,2009.19409179688
"2024-02-29",2620,2630,2560,2560,16546000,1963.18200683594
"2024-03-01",2590,2610,2570,2580,8631800,1978.51928710938
"2024-03-04",2590,2690,2590,2690,27146000,2062.87475585938
"2024-03-05",2740,2800,2740,2740,69921100,2101.21826171875
"2024-03-06",2760,2790,2730,2780,27998700,2131.89306640625
"2024-03-07",2780,2840,2750,2840,30004000,2177.90502929688
"2024-03-08",2840,2900,2810,2900,34845300,2223.9169921875
"2024-03-13",2900,2900,2800,2800,33678100,2147.23022460938
"2024-03-14",2800,2890,2800,2880,31781000,2208.57983398438
"2024-03-15",2890,2940,2840,2840,49866500,2177.90502929688
"2024-03-18",2860,2880,2840,2850,12802300,2185.57373046875
"2024-03-19",2850,2930,2850,2930,21766300,2246.92333984375
"2024-03-20",2920,2930,2890,2890,14828300,2216.24853515625
"2024-03-21",2900,2980,2900,2950,26602900,2262.26049804688
"2024-03-22",2950,2980,2940,2940,15643300,2254.591796875
"2024-03-25",2950,2950,2900,2930,13402300,2246.92333984375
"2024-03-26",2950,2950,2900,2940,13218400,2254.591796875
"2024-03-27",2940,2960,2940,2950,12763000,2262.26049804688
"2024-03-28",2970,2990,2950,2970,24637300,2277.59790039062
"2024-04-01",2970,2970,2850,2890,32364300,2216.24853515625
"2024-04-02",2890,2920,2860,2920,16327900,2239.25439453125
"2024-04-03",2920,2950,2900,2920,17802900,2239.25439453125
"2024-04-04",2910,2940,2880,2930,9335400,2246.92333984375
"2024-04-05",2930,2940,2910,2930,9068600,2246.92333984375
"2024-04-16",2940,3130,2930,3100,58080000,2377.29052734375
"2024-04-17",3120,3160,3060,3090,36783600,2369.6220703125
"2024-04-18",3100,3130,3030,3130,26810000,2400.29663085938
"2024-04-19",3130,3150,3090,3140,22919300,2407.96533203125
"2024-04-22",3140,3150,3060,3080,19618600,2361.95336914062
"2024-04-23",3080,3090,3050,3060,8395600,2346.61596679688
"2024-04-24",3080,3100,2870,2960,31018500,2269.92919921875
"2024-04-25",2960,2960,2870,2890,23582700,2216.24853515625
"2024-04-26",2900,2940,2880,2880,11557400,2208.57983398438
"2024-04-29",2900,3000,2860,3000,11267600,2300.60400390625
"2024-04-30",3000,3030,2980,3030,14322600,2323.60986328125
"2024-05-02",2760,2920,2750,2890,45398700,2216.24853515625
"2024-05-03",2910,2950,2890,2930,15044700,2246.92333984375
"2024-05-06",2940,2950,2910,2930,14822200,2246.92333984375
"2024-05-07",2940,2950,2870,2880,19836200,2208.57983398438
"2024-05-08",2900,3020,2790,2930,89508200,2246.92333984375
"2024-05-13",2950,2970,2910,2930,20604500,2246.92333984375
"2024-05-14",2940,2960,2920,2920,22326100,2239.25439453125
"2024-05-15",2940,2950,2900,2910,16338100,2231.58569335938
"2024-05-16",2920,2930,2900,2930,21537000,2246.92333984375
"2024-05-17",2930,2950,2910,2920,30769200,2239.25439453125
"2024-05-20",2930,2960,2910,2930,72080600,2246.92333984375
"2024-05-21",2550,2640,2530,2570,61531400,2280.38549804688
"2024-05-22",2570,2600,2570,2590,18229700,2298.13159179688
"2024-05-27",2600,2600,2520,2520,21414000,2236.02001953125
"2024-05-28",2540,2560,2510,2510,11910700,2227.14672851562
"2024-05-29",2520,2530,2460,2470,14743600,2191.65454101562
"2024-05-30",2470,2500,2420,2490,9640300,2209.40063476562
"2024-05-31",2500,2520,2490,2490,15709000,2209.40063476562
"2024-06-03",2500,2590,2500,2580,16723300,2289.25854492188
"2024-06-04",2590,2590,2560,2570,11333500,2280.38549804688
"2024-06-05",2570,2580,2500,2530,9835700,2244.89306640625
"2024-06-06",2530,2540,2500,2510,4891100,2227.14672851562
"2024-06-07",2520,2550,2510,2530,7711700,2244.89306640625
"2024-06-10",2530,2540,2470,2480,13448200,2200.52758789062
"2024-06-11",2480,2500,2440,2440,12171100,2165.03515625
"2024-06-12",2440,2460,2420,2430,6485000,2156.162109375
"2024-06-13",2430,2520,2430,2520,14098000,2236.02001953125
"2024-06-14",2520,2520,2450,2460,5659700,2182.78125
"2024-06-19",2460,2470,2420,2430,5276200,2156.162109375
"2024-06-20",2430,2450,2420,2420,6492600,2147.2890625
"2024-06-21",2430,2450,2380,2420,18936500,2147.2890625
"2024-06-24",2430,2440,2420,2430,6459100,2156.162109375
"2024-06-25",2440,2450,2410,2410,6880400,2138.41577148438
"2024-06-26",2410,2440,2400,2440,6341900,2165.03515625
"2024-06-27",2440,2440,2420,2430,4573400,2156.162109375
"2024-06-28",2430,2470,2430,2450,12859800,2173.908203125
"2024-07-01",2460,2500,2450,2500,9767100,2218.27368164062
"2024-07-02",2500,2520,2490,2490,9422500,2209.40063476562
"2024-07-03",2500,2530,2490,2500,10030300,2218.27368164062
"2024-07-04",2520,2570,2510,2530,18794900,2244.89306640625
"2024-07-05",2540,2570,2520,2540,9942000,2253.76611328125
"2024-07-08",2540,2560,2530,2550,7491700,2262.63916015625
"2024-07-09",2550,2570,2530,2530,10477700,2244.89306640625
"2024-07-10",2530,2560,2530,2540,7337200,2253.76611328125
"2024-07-11",2550,2560,2540,2550,4841300,2262.63916015625
"2024-07-12",2550,2560,2530,2530,7888600,2244.89306640625
"2024-07-15",2560,2560,2500,2520,12266200,2236.02001953125
"2024-07-16",2530,2550,2520,2530,6947800,2244.89306640625
"2024-07-17",2550,2550,2530,2540,7325200,2253.76611328125
"2024-07-18",2540,2630,2520,2620,26806000,2324.7509765625
"2024-07-19",2620,2680,2620,2630,30356300,2333.6240234375
"2024-07-22",2640,2700,2640,2680,18786400,2377.98950195312
"2024-07-23",2690,2720,2650,2650,21142700,2351.3701171875
"2024-07-24",2650,2680,2610,2620,11115400,2324.7509765625
"2024-07-25",2620,2660,2600,2610,10327000,2315.87768554688
"2024-07-26",2620,2670,2620,2660,8478400,2360.2431640625
"2024-07-29",2680,2700,2660,2670,10990800,2369.11645507812
"2024-07-30",2680,2690,2640,2640,7184600,2342.4970703125
"2024-07-31",2640,2680,2640,2680,10266700,2377.98950195312
"2024-08-01",2700,2700,2640,2670,9702200,2369.11645507812
"2024-08-02",2670,2740,2660,2720,22835800,2413.48193359375
"2024-08-05",2710,2710,2510,2560,48501700,2271.51220703125
"2024-08-06",2600,2630,2540,2590,19166600,2298.13159179688
"2024-08-07",2600,2630,2590,2610,10480400,2315.87768554688
"2024-08-08",2610,2620,2580,2590,8760900,2298.13159179688
"2024-08-09",2600,2620,2580,2580,7434400,2289.25854492188
"2024-08-12",2590,2650,2590,2650,13483400,2351.3701171875
"2024-08-13",2670,2680,2650,2660,8739100,2360.2431640625
"2024-08-14",2660,2720,2640,2720,22031400,2413.48193359375
"2024-08-15",2720,2720,2670,2700,19410100,2395.73559570312
"2024-08-16",2720,2750,2700,2730,25829000,2422.35498046875
"2024-08-19",2730,2730,2700,2710,11115900,2404.60864257812
"2024-08-20",2720,2730,2700,2720,9550300,2413.48193359375
"2024-08-21",2720,2740,2710,2710,12353000,2404.60864257812
"2024-08-22",2700,2740,2670,2720,17628700,2413.48193359375
"2024-08-23",2720,2790,2720,2760,22179900,2448.97412109375
"2024-08-26",2770,2790,2760,2770,12227700,2457.84741210938
"2024-08-27",2780,2820,2760,2780,16790600,2466.72045898438
"2024-08-28",2790,2800,2770,2780,10744200,2466.72045898438
"2024-08-29",2780,2810,2760,2780,15032300,2466.72045898438
"2024-08-30",2780,2780,2730,2730,21459200,2422.35498046875
"2024-09-02",2740,2820,2730,2820,30665600,2502.21264648438
"2024-09-03",2820,2850,2790,2800,14953700,2484.46655273438
"2024-09-04",2770,2810,2740,2760,14767300,2448.97412109375
"2024-09-05",2760,2780,2710,2750,14614200,2440.10107421875
"2024-09-06",2750,2750,2710,2710,13816400,2404.60864257812
"2024-09-09",2720,2730,2650,2680,22601600,2377.98950195312
"2024-09-10",2690,2710,2650,2670,17035500,2369.11645507812
"2024-09-11",2650,2690,2650,2660,9549300,2360.2431640625
"2024-09-12",2690,2750,2690,2720,20896600,2413.48193359375
"2024-09-13",2720,2740,2700,2730,10996900,2422.35498046875
"2024-09-17",2730,2820,2710,2800,32828500,2484.46655273438
"2024-09-18",2810,2820,2780,2780,9166700,2466.72045898438
"2024-09-19",2780,2800,2760,2780,10019700,2466.72045898438
"2024-09-20",2790,2950,2760,2950,85703000,2617.56298828125
"2024-09-23",2950,3130,2930,3120,127993400,2768.40551757812
"2024-09-24",3120,3140,3060,3100,42900500,2750.65942382812
"2024-09-25",3120,3160,3040,3080,41602600,2732.91333007812
"2024-09-26",3100,3120,3070,3110,30074500,2759.53247070312
"2024-09-27",3110,3140,3040,3140,43117300,2786.15185546875
"2024-09-30",3150,3180,3070,3080,37413700,2732.91333007812
"2024-10-01",3080,3120,2990,3070,55814500,2724.0400390625
"2024-10-02",3070,3080,3010,3050,23254500,2706.2939453125
"2024-10-03",3050,3080,3030,3060,18192500,2715.1669921875
"2024-10-04",3060,3100,2990,2990,27042800,2653.05541992188
"2024-10-07",3060,3140,3060,3100,31774800,2750.65942382812
"2024-10-08",3110,3120,3060,3080,21266900,2732.91333007812
"2024-10-09",3080,3080,3020,3050,14404900,2706.2939453125
"2024-10-10",3050,3070,3020,3020,15849000,2679.67456054688
"2024-10-11",3050,3060,3020,3030,10016300,2688.5478515625
"2024-10-14",3040,3120,3030,3100,30455100,2750.65942382812
"2024-10-15",3100,3140,3080,3100,24711000,2750.65942382812
"2024-10-16",3120,3120,3050,3080,21907400,2732.91333007812
"2024-10-17",3080,3090,3060,3060,12348900,2715.1669921875
"2024-10-18",3070,3080,3030,3050,12261800,2706.2939453125
"2024-10-21",3050,3050,3010,3020,15196900,2679.67456054688
"2024-10-22",3020,3050,3020,3040,7584100,2697.4208984375
"2024-10-23",3040,3050,2950,2950,29092600,2617.56298828125
"2024-10-24",2950,2970,2920,2920,13921900,2590.94360351562
"2024-10-25",2920,2940,2870,2880,17372800,2555.45141601562
"2024-10-28",2880,2910,2840,2870,16500200,2546.578125
"2024-10-29",2850,2870,2830,2850,9846900,2528.83203125
"2024-10-30",2850,2880,2800,2840,17122400,2519.958984375
"2024-10-31",2850,2960,2840,2960,22804100,2626.43603515625
"2024-11-01",2950,2950,2880,2920,14265400,2590.94360351562
"2024-11-04",2920,2920,2850,2870,9847800,2546.578125
"2024-11-05",2880,2920,2860,2890,13393700,2564.32446289062
"2024-11-06",2900,2900,2840,2860,9440000,2537.705078125
"2024-11-07",2860,2860,2810,2830,9943500,2511.0859375
"2024-11-08",2830,2840,2800,2800,9176000,2484.46655273438
"2024-11-11",2800,2800,2750,2770,16646500,2457.84741210938
"2024-11-12",2780,2890,2780,2870,18297100,2546.578125
"2024-11-13",2870,2890,2810,2810,11390000,2493.33959960938
"2024-11-14",2810,2810,2770,2770,8777600,2457.84741210938
"2024-11-15",2770,2800,2750,2750,8098700,2440.10107421875
"2024-11-18",2750,2770,2700,2720,11015500,2413.48193359375
"2024-11-19",2720,2790,2720,2770,6834200,2457.84741210938
"2024-11-20",2770,2780,2720,2740,5495500,2431.22802734375
"2024-11-21",2740,2770,2720,2720,4713200,2413.48193359375
"2024-11-22",2750,2780,2740,2770,5347300,2457.84741210938
"2024-11-25",2770,2830,2760,2800,12285400,2484.46655273438
"2024-11-26",2830,2830,2760,2760,6816800,2448.97412109375
"2024-11-28",2760,2790,2740,2790,5875400,2475.59350585938
"2024-11-29",2790,2790,2700,2700,10744500,2395.73559570312
"2024-12-02",2700,2730,2660,2670,12311800,2369.11645507812
"2024-12-03",2670,2710,2670,2700,6349300,2395.73559570312
"2024-12-04",2700,2750,2700,2710,10573800,2404.60864257812
"2024-12-05",2730,2770,2700,2740,8311500,2431.22802734375
"2024-12-06",2730,2730,2700,2730,7213200,2422.35498046875
"2024-12-09",2730,2760,2730,2750,10858500,2440.10107421875
"2024-12-10",2760,2860,2740,2830,28227200,2511.0859375
"2024-12-11",2830,2860,2790,2800,13120800,2484.46655273438
"2024-12-12",2800,2830,2780,2800,9050900,2484.46655273438
"2024-12-13",2800,2810,2770,2780,4660300,2466.72045898438
"2024-12-16",2780,2790,2720,2740,9329800,2431.22802734375
"2024-12-17",2740,2740,2670,2670,12049200,2369.11645507812
"2024-12-18",2670,2710,2660,2680,5529700,2377.98950195312
"2024-12-19",2680,2680,2570,2580,23987000,2289.25854492188
"2024-12-20",2590,2630,2590,2590,6238800,2298.13159179688
"2024-12-23",2600,2620,2590,2590,7109000,2298.13159179688
"2024-12-24",2600,2620,2590,2590,5148700,2298.13159179688
"2024-12-27",2600,2640,2600,2620,7571900,2324.7509765625
"2024-12-30",2630,2750,2620,2750,16423500,2440.10107421875
"2025-01-02",2750,2760,2670,2680,11358800,2377.98950195312
"2025-01-03",2700,2710,2680,2700,6270800,2395.73559570312
"2025-01-06",2700,2710,2650,2650,8069600,2351.3701171875
"2025-01-07",2650,2670,2610,2640,10403000,2342.4970703125
"2025-01-08",2610,2680,2610,2640,7642200,2342.4970703125
"2025-01-09",2640,2640,2610,2620,7940500,2324.7509765625
"2025-01-10",2610,2720,2610,2690,13279300,2386.86254882812
"2025-01-13",2690,2690,2610,2610,14542900,2315.87768554688
"2025-01-14",2610,2660,2600,2620,10125500,2324.7509765625
"2025-01-15",2620,2670,2620,2670,10005600,2369.11645507812
"2025-01-16",2670,2710,2670,2690,13448300,2386.86254882812
"2025-01-17",2690,2700,2660,2680,8275600,2377.98950195312
"2025-01-20",2670,2700,2660,2660,8433900,2360.2431640625
"2025-01-21",2680,2690,2670,2690,6286700,2386.86254882812
"2025-01-22",2690,2740,2690,2710,10055500,2404.60864257812
"2025-01-23",2710,2710,2680,2700,6637800,2395.73559570312
"2025-01-24",2700,2720,2680,2700,5699600,2395.73559570312
"2025-01-30",2700,2710,2660,2680,7985700,2377.98950195312
"2025-01-31",2660,2700,2630,2690,9102600,2386.86254882812
"2025-02-03",2690,2690,2650,2670,8952800,2369.11645507812
"2025-02-04",2680,2750,2670,2690,8784900,2386.86254882812
"2025-02-05",2680,2740,2680,2720,8030000,2413.48193359375
"2025-02-06",2720,2730,2650,2650,9826200,2351.3701171875
"2025-02-07",2650,2700,2600,2670,6640700,2369.11645507812
"2025-02-10",2670,2670,2620,2620,7866600,2324.7509765625
"2025-02-11",2620,2640,2600,2620,5596900,2324.7509765625
"2025-02-12",2620,2640,2590,2640,4652700,2342.4970703125
"2025-02-13",2640,2730,2610,2690,7256600,2386.86254882812
"2025-02-14",2680,2740,2660,2710,9924200,2404.60864257812
"2025-02-17",2710,2710,2680,2710,5549300,2404.60864257812
"2025-02-18",2710,2720,2680,2690,6466600,2386.86254882812
"2025-02-19",2700,2720,2660,2660,11910500,2360.2431640625
"2025-02-20",2670,2700,2630,2670,8642500,2369.11645507812
"2025-02-21",2660,2690,2640,2660,7654900,2360.2431640625
"2025-02-24",2650,2700,2630,2640,8644300,2342.4970703125
"2025-02-25",2650,2670,2610,2620,10908400,2324.7509765625
"2025-02-26",2620,2640,2600,2610,7508100,2315.87768554688
"2025-02-27",2610,2650,2610,2620,11462100,2324.7509765625
"2025-02-28",2600,2610,2480,2590,21109800,2298.13159179688
"2025-03-03",2590,2610,2530,2580,8847900,2289.25854492188
"2025-03-04",2580,2580,2470,2510,11829000,2227.14672851562
"2025-03-05",2510,2580,2500,2580,13004500,2289.25854492188
"2025-03-06",2580,2600,2560,2580,8411300,2289.25854492188
"2025-03-07",2570,2580,2550,2550,5569000,2262.63916015625
"2025-03-10",2550,2570,2510,2510,11349200,2227.14672851562
"2025-03-11",2500,2520,2480,2490,5507500,2209.40063476562
"2025-03-12",2490,2520,2480,2480,7374600,2200.52758789062
"2025-03-13",2480,2500,2450,2450,9681000,2173.908203125
"2025-03-14",2460,2480,2450,2450,5732000,2173.908203125
"2025-03-17",2450,2480,2420,2450,6458800,2173.908203125
"2025-03-18",2450,2460,2350,2420,13320600,2147.2890625
"2025-03-19",2400,2450,2380,2430,6280300,2156.162109375
"2025-03-20",2440,2470,2410,2410,7010200,2138.41577148438
"2025-03-21",2410,2410,2320,2320,13568500,2058.55810546875
"2025-03-24",2320,2350,2250,2300,13409000,2040.81188964844
"2025-03-25",2300,2470,2290,2450,13581800,2173.908203125
"2025-03-26",2460,2540,2460,2510,13483000,2227.14672851562
"2025-03-27",2510,2570,2510,2520,8070300,2236.02001953125
"2025-04-08",2320,2450,2300,2420,19199300,2147.2890625
"2025-04-09",2410,2550,2410,2460,12180100,2182.78125
"2025-04-10",2550,2680,2530,2680,27346700,2377.98950195312
"2025-04-11",2640,2690,2620,2680,13694600,2377.98950195312
"2025-04-14",2680,2740,2670,2740,13422200,2431.22802734375
"2025-04-15",2750,2770,2710,2760,13376700,2448.97412109375
"2025-04-16",2750,2760,2710,2710,13161700,2404.60864257812
"2025-04-17",2710,2750,2700,2730,7922200,2422.35498046875
"2025-04-21",2730,2740,2700,2730,8532900,2422.35498046875
"2025-04-22",2710,2800,2700,2760,19672500,2448.97412109375
"2025-04-23",2780,2820,2760,2780,18149700,2466.72045898438
"2025-04-24",2780,2810,2770,2780,13587300,2466.72045898438
"2025-04-25",2780,2820,2770,2780,22505600,2466.72045898438
"2025-04-28",2780,2810,2760,2770,26690700,2457.84741210938
"2025-04-29",2770,2840,2770,2790,26130000,2475.59350585938
"2025-04-30",2800,2850,2760,2760,35320900,2448.97412109375
"2025-05-02",2700,2750,2640,2740,21611100,2431.22802734375
"2025-05-05",2720,2730,2680,2720,16635000,2413.48193359375
"2025-05-06",2720,2730,2710,2710,10763800,2404.60864257812
"2025-05-07",2710,2770,2710,2760,14513800,2448.97412109375
"2025-05-08",2770,2780,2710,2720,15449000,2413.48193359375
"2025-05-09",2740,2740,2710,2710,10006700,2404.60864257812
"2025-05-14",2720,2790,2720,2790,19082400,2475.59350585938
"2025-05-15",2800,2810,2770,2770,19167800,2457.84741210938
"2025-05-16",2790,2880,2770,2860,53076400,2537.705078125
